au_id,au_tl,au_ar,au_sh,sh_ar,date,cit,bio,incrp
1274,Abū Bakr Aḥmad b. Muḥammad Ibn al-Ḥāfiẓ al-Kabīr Abī Bakr Aḥmad b. Mūsā b. Mardawayh b. Fūrak b. Mūsā al-Iṣbahānī (d. 498 AH),أَبُو بَكْرٍ أَحْمَدُ بنُ مُحَمَّدِ ابنِ الحَافِظ الكَبِيْر أَبِي بَكْرٍ أَحْمَدَ بنِ مُوْسَى بن مَرْدَوَيْه بن فُورَك بن مُوْسَى الأَصْبَهَانِيّ (ت ٤٩٨هـ),"Ibn Mardawayh, Aḥmad b. Muḥammad","ابن مردويه، أحمد بن محمد",498,-,-,-
1279,Muḥammad Amīn b. ʿUmar al-shahīr bi-ʾIbn ʿĀbidīn (1198),محمد أمين بن عمر الشهير بابن عابدين (١١٩٨,al-Birkawī,البركوي,981,-,-,-
1285,"Sharaf al-Dīn, ʿAlī b. al-Mufaḍḍal b. ʿAlī b. Mufarrij b. Ḥātim b. Ḥasan b. Jaʿfar al-Maqdisī (d. 611 AH)","شَرَفُ الدِّيْنِ، عَلِيُّ بنُ المُفَضَّلِ بنِ عَلِيِّ بنِ مُفَرِّجِ بنِ حَاتِمِ بنِ حَسَنِ بنِ جَعْفَرٍ المَقْدِسِيُّ (ت ٦١١هـ)","al-Maqdisī, ʿAlī b. al-Mufaḍḍal","المقدسي، علي بن المفضل",611,-,-,-
1292,"Muḥammad b. ʿUmar b. Aḥmad b. ʿUmar b. Muḥammad al-Iṣbahānī al-Madīnī, Abū Mūsā (d. 581 AH)","محمد بن عمر بن أحمد بن عمر بن محمد الأصبهاني المديني، أبو موسى (ت ٥٨١هـ)","al-Madīnī, Abū Mūsā","المديني، أبو موسى",581,-,-,-
1309,ʿAbd Allāh b. Muḥammad b. Aḥmad al-Duwaysh (d. 1409 AH),عبد الله بن محمد بن أحمد الدويش (ت ١٤٠٩هـ),ʿAbd Allāh al-Duwaysh,عبد الله الدويش,1409,-,-,-
1313,ʿAbd al-Karīm ʿAlī b. Muḥammad al-Namla (d. 1435 AH),عبد الكريم علي بن محمد النملة [ت ١٤٣٥ هـ],ʿAbd al-Karīm al-Namla,عبد الكريم النملة,1435,-,-,-
1318,Muḥammad ʿAlī al-Ṣābūnī,محمد علي الصابوني,Muḥammad ʿAlī al-Ṣābūnī,محمد علي الصابوني,1442,-,-,-
1321,"Ḥasan b. Muḥammad b. Sharaf Shāh al-Ḥusaynī al-Astarābādhī, Rukn al-Dīn (d. 715 AH)","حسن بن محمد بن شرف شاه الحسيني الأستراباذي، ركن الدين (ت ٧١٥هـ)",Rukn al-Dīn al-Astarābādhī,ركن الدين الأستراباذي,715,-,-,-
1328,Aḥmad Muṣṭafā al-Marāghī,أحمد مصطفى المراغي,"al-Marāghī, Aḥmad b. Muṣṭafā","المراغي، أحمد بن مصطفى",1371,-,-,-
1343,Muḥammad Najīb al-Muṭīʿī (d. 1407 AH),محمد نجيب المطيعي [ت ١٤٠٧ هـ],Muḥammad Najīb al-Muṭīʿī,محمد نجيب المطيعي,1407,-,-,-
1346,Muḥammad ʿAfīf al-Dīn b. ʿAbd Allāh b. ʿAbd al-Malik al-Marjānī (d. after 770 AH),محمد عفيف الدين بن عبد الله بن عبد الملك المرجاني (ت بعد ٧٧٠),al-Marjānī,المرجاني,770,-,-,-
1347,-,-,Abū Muʿāwiya al-Bayrūtī,أبو معاوية البيروتي,405,-,-,-
1350,"Muḥammad b. Aḥmad b. Tamīm al-Tamīmī al-Maghribī al-Ifriqī, Abū al-ʿArab (d. 333 AH)","محمد بن أحمد بن تميم التميمي المغربي الإفريقي، أبو العرب (ت ٣٣٣هـ)",Abū al-ʿArab al-Tamīmī,أبو العرب التميمي,333,-,-,-
1351,Mālik b. al-Ḥājj ʿUmar b. al-Khaḍir b. Nabī (d. 1393 AH),مالك بن الحاج عمر بن الخضر بن نبي (ت ١٣٩٣هـ),Mālik b. Nabī,مالك بن نبي,1393,-,-,-
1370,Jamāl al-Dīn Muḥammad b. ʿUmar al-maʿrūf bi-Baḥraq (869),جمال الدين محمد بن عمر المعروف ببَحْرَق (٨٦٩,Baḥraq al-Yamanī,بحرق اليمني,930,-,-,-
1372,Ṣadr al-Afāḍil al-Qāsim b. al-Ḥusayn al-Khuwārazmī (555),صدر الأفاضل القاسم بن الحسين الخوارزمي (٥٥٥,Ṣadr al-Afāḍil al-Khwārizmī,صدر الأفاضل الخوارزمي,617,-,-,-
1397,Rifāʿah Rāfiʿ b. Badawī b. ʿAlī al-Ṭahṭāwī (d. 1290 AH),رفاعة رافع بن بدوي بن علي الطهطاوي (ت ١٢٩٠هـ),Rifāʿa al-Ṭahṭāwī,رفاعة الطهطاوى,1290,-,-,-
1400,Muḥammad Shawqī al-Fanjārī (d. 1431 AH),محمد شوقى الفنجرى (ت ١٤٣١هـ),Muḥammad Shawqī al-Fanjarī,محمد شوقى الفنجرى,1431,-,-,-
1401,Shaʿbān Muḥammad Ismāʿīl,شعبان محمد إسماعيل,Shaʿbān Ismāʿīl,شعبان إسماعيل,1443,-,-,-
1402,Tammām Ḥassān,تمام حسان,Tammām Ḥassān,تمام حسان,1432,-,-,-
1403,Ramaḍān ʿAbd al-Tawwāb,رمضان عبد التواب,Ramaḍān ʿAbd al-Tawwāb,رمضان عبد التواب,1422,-,-,-
1405,ʿAbd al-Laṭīf Maḥmūd Ḥamzah (d. 1390 AH),عبد اللطيف محمود حمزة (ت ١٣٩٠هـ),ʿAbd al-Laṭīf Maḥmūd Ḥamza,عبد اللطيف محمود حمزة,1390,-,-,-
1406,Aḥmad Shawqī ʿAbd al-Salām Ḍayf al-shahīr bi-Shawqī Ḍayf (d. 1426 AH),أحمد شوقي عبد السلام ضيف الشهير بشوقي ضيف (ت ١٤٢٦هـ),Shawqī Ḍayf,شوقي ضيف,1426,-,-,-
1407,Aḥmad Anwar Sayyid Aḥmad al-Jundī (d. 1422 AH),أحمد أنور سيد أحمد الجندي (ت ١٤٢٢هـ),Anwar al-Jundī,أنور الجندي,1422,-,-,-
1408,ʿAlī ʿAbd al-Wāḥid Wāfī,علي عبد الواحد وافي,ʿAlī ʿAbd al-Wāḥid Wāfī,علي عبد الواحد وافي,1412,-,-,-
1416,Dr. Yāsīn Jāsim al-Muḥaymīd,د. ياسين جاسم المحيميد,Yāsīn Jāsim al-Muḥaymid,ياسين جاسم المحيمد,1439,-,-,-
1436,"al-Ḥusayn b. Aḥmad b. Khālawayh, Abū ʿAbd Allāh (d. 370 AH)","الحسين بن أحمد بن خالويه، أبو عبد الله (ت ٣٧٠هـ)",Ibn Khālawayh,ابن خالويه,370,-,-,-
1439,"ʿUbayd Allāh b. Saʿīd b. Ḥātim al-Sijzī al-Wāʾilī al-Bakrī, Abū Naṣr (d. 444 AH)","عبيد الله بن سعيد بن حاتم السجزيّ الوائلي البكري، أبو نصر (ت ٤٤٤هـ)",ʿUbayd Allāh al-Sijzī,عبيد الله السجزي,444,-,-,-
1441,"Aḥmad b. Muḥammad b. Aḥmad b. ʿAbd al-Ghanī al-Dimyāṭī, Shihāb al-Dīn al-shahīr bi-l-Bannāʾ (d. 1117 AH)","أحمد بن محمد بن أحمد بن عبد الغني الدمياطيّ، شهاب الدين الشهير بالبناء (ت ١١١٧هـ)",al-Bannāʾ,البناء,1117,-,-,-
1448,,,Abū Isḥāq al-Ṣarīfīnī,أبو إسحاق الصريفيني,529,-,-,-
1450,"Muḥammad b. Aḥmad b. Saʿīd al-Ḥanafī al-Makkī, Shams al-Dīn, al-maʿrūf ka-wālidih bi-ʿAqīlah (d. 1150 AH)","محمد بن أحمد بن سعيد الحنفي المكيّ، شمس الدين، المعروف كوالده بعقيلة (ت ١١٥٠هـ)",Muḥammad ʿAqīla,محمد عقيلة,1150,-,-,-
1454,"ʿAlī b. Abī Bakr b. ʿAbd al-Jalīl al-Farghānī al-Marghīnānī, Abū al-Ḥasan Burhān al-Dīn (d. 593 AH)","علي بن أبي بكر بن عبد الجليل الفرغاني المرغيناني، أبو الحسن برهان الدين (ت ٥٩٣هـ)",al-Marghīnānī,المرغيناني,593,-,-,-
1455,Joseph Vendryes (d. 1380 AH),جوزيف فندريس Joseph Vendryes (ت ١٣٨٠هـ),Joseph Vendryes,جوزيف فندريس,1380,-,-,-
1456,ʿUmar al-Dasūqī,عمر الدسوقي,ʿUmar al-Dusūqī,عمر الدسوقي,1412,-,-,-
1457,Abū Sahl Muḥammad b. ʿAlī b. Muḥammad al-Harawī al-Naḥwī (d. 433 AH),أبو سهل محمد بن علي بن محمد الهروي النحوي (ت ٤٣٣ هـ),Abū Sahl al-Harawī,أبو سهل الهروي,433,-,-,-
1459,Muḥammad Kāmil al-Faqīh,محمد كامل الفقي,Muḥammad Kāmil al-Fiqī,محمد كامل الفقي,1406,-,-,-
1462,Muḥammad Kamāl al-Dīn b. Muḥammad al-ʿAzīz Jaʿyīṭ,محمد كمال الدين بن محمد العزيز جعيط,Kamāl al-Dīn Juʿayṭ,كمال الدين جعيط,1434,-,-,-
1463,Kāmil Ismāʿīl al-Sharīf (d. 1429 AH),كامل إسماعيل الشريف (ت ١٤٢٩هـ),Kāmil al-Sharīf,كامل الشريف,1429,-,-,-
1465,Muḥammad al-Bahī (d. 1402 AH),محمد البهي (ت ١٤٠٢هـ),Muḥammad al-Bahī,محمد البهي,1402,-,-,-
1468,Dr. Raʾūf Shalabī,دكتور رؤوف شلبي,Raʾūf Shalabī,رؤوف شلبي,1415,-,-,-
1471,Prof. Dr. Muḥammad ʿAbd al-Munʿim al-Qayʿī raḥimahullāh,أ. د. محمد عبد المنعم القيعي رحمه الله,Muḥammad ʿAbd al-Munʿim al-Qayʿī,محمد عبد المنعم القيعي,1411,-,-,-
1472,"ʿAlī b. Muḥammad b. ʿĪsā, Abū al-Ḥasan, Nūr al-Dīn al-Ushmūnī al-Shāfiʿī (d. 900 AH)","علي بن محمد بن عيسى، أبو الحسن، نور الدين الأُشْمُوني الشافعي (ت ٩٠٠هـ)","al-Ushmūnī, Abū al-Ḥasan","الأشموني، أبو الحسن",900,-,-,-
1473,,,Jamāl al-Dīn al-Malaṭī,جمال الدين الملطي,803,-,-,-
1478,"Aḥmad Zakī Ṣafwat (Vice Dean of Dār al-ʿUlūm College, Cairo University)","أحمد زكي صفوت (وكيل كلية دار العلوم، جامعة القاهرة سابقا)",Aḥmad Zakī Ṣafwat,أحمد زكي صفوت,1395,-,-,-
1488,ʿAlī Jarīsha wa-Maḥmūd Muḥammad Sālim,على جريشه ومحمود محمد سالم,ʿAlī Jarīsha,علي جريشة,1432,-,-,-
1496,"ʿAbd al-Raḥīm b. al-Ḥasan b. ʿAlī al-Asnawī al-Shāfiʿī, Abū Muḥammad, Jamāl al-Dīn (d. 772 AH)","عبد الرحيم بن الحسن بن علي الإسنوي الشافعيّ، أبو محمد، جمال الدين (ت ٧٧٢هـ)",al-Isnawī,الإسنوي,772,-,-,-
1521,,,Muḥammad Kāmil al-Qaṣṣāb,محمد كامل القصاب,1373,-,-,-
1555,ʿAbd al-Wahāb b. Ibrāhīm Abū Sulaymān,عبد الوهاب بن إبراهيم أبو سليمان,ʿAbd al-Wahhāb Abū Sulaymān,عبد الوهاب أبو سليمان,1444,-,-,-
1556,ʿAbd al-ʿAzīz Shalbī Sayyid al-Ahl (t. 1402H),عبد العزيز شلبي سيد الأهل (ت ١٤٠٢هـ),ʿAbd al-ʿAzīz Sayyid al-Ahl,عبد العزيز سيد الأهل,1402,-,-,-
1564,al-Imām ʿAbd al-ʿAzīz b. Muḥammad b. Saʿūd (t. 1218H),الإمام عبد العزيز بن محمد بن سعود (ت ١٢١٨هـ),ʿAbd al-ʿAzīz b. Muḥammad b. Saʿūd,عبد العزيز بن محمد بن سعود,1218,-,-,-
1565,Aḥmad b. Muḥammad al-Ḥamallāwī (t. 1351H),أحمد بن محمد الحملاوي (ت ١٣٥١هـ),Aḥmad b. Muḥammad al-Ḥamlāwī,أحمد بن محمد الحملاوي,1351,-,-,-
1568,Muqdād Yāljan Muḥammad ʿAlī,مقداد يالجن محمد علي,Miqdād Yāljin,مقداد يالجن,1442,-,-,-
1572,D. Maḥmūd Fahmī Ḥijāzī,د. محمود فهمى حجازى,Maḥmūd Fahmī Ḥijāzī,د. محمود فهمى حجازى,1441,-,-,-
1573,ʿAbd al-ʿAzīz ʿAtīq (t. 1396H),عبد العزيز عتيق (ت ١٣٩٦هـ),ʿAbd al-ʿAzīz ʿAtīq,عبد العزيز عتيق,1396,-,-,-
1589,ʿUmr ʿAwda al-Khaṭīb,عمر عودة الخطيب,ʿUmar ʿAwda al-Khaṭīb,عمر عودة الخطيب,1424,-,-,-
1590,Muḥammad ʿAjjāj b. Muḥammad Tamīm b. Ṣāliḥ b. ʿAbd Allāh al-Khaṭīb,محمد عجاج بن محمد تميم بن صالح بن عبد الله الخطيب,Muḥammad ʿAjjāj al-Khaṭīb,محمد عجاج الخطيب,1443,-,-,-
1591,"b. Ājurrūm, Muḥammad b. Muḥammad b. Dāwūd aṣ-Ṣanḥājī, Abū ʿAbd Allāh (t. 723H)","ابن آجُرُّوم، محمد بن محمد بن داود الصنهاجي، أبو عبد الله (ت ٧٢٣هـ)",Ibn Ājurrūm,ابن آجروم,723,-,-,-
1592,ʿAbd al-Khāliq b. Musāʿid az-Zahrānī,عبد الخالق بن مساعد الزهراني,Ibn Kamāl Bāshā,ابن كمال باشا,940,-,-,-
1598,"ʿUbayd Allāh b. Aḥmad b. ʿUbayd Allāh, b. Abī ar-Rabīʿ al-Qurashī al-Umawī al-ʿUthmānī al-Ishbilī (t. 688H)","عبيد الله بن أحمد بن عبيد الله، ابن أبي الربيع القرشي الأموي العثماني الإشبيلي (ت ٦٨٨هـ)",Ibn Abī al-Rabīʿ,ابن أبي الربيع,688,-,-,-
1613,Māryū Bāy,ماريو باي,Mario Pei,ماريو باي,1398,-,-,-
1625,ʿIlm ad-Dīn al-Qāsim b. Muḥammad al-Barzalī (665H),علم الدين القاسم بن محمد البرزالي (٦٦٥,ʿAlam al-Dīn al-Birzālī,علم الدين البرزالي,739,-,-,-
1650,ʿAbd Allāh b. ʿAbd al-ʿAzīz al-Jabrīn,عبد الله بن عبد العزيز الجبرين,ʿAbd Allāh b. ʿAbd al-ʿAzīz al-Jibrīn,عبد الله بن عبد العزيز الجبرين,1438,-,-,-
1653,Ḥusayn b. Muḥammad al-Maḥallī ash-Shāfiʿī al-Miṣrī (t. 1170H),حسين بن محمد المحلي الشافعي المصري (ت ١١٧٠هـ),"al-Maḥallī, Ḥusayn b. Muḥammad","المحلي، حسين بن محمد",1170,-,-,-
1654,"ʿAbd al-Ḥay b. Aḥmad b. Muḥammad b. al-ʿImād al-ʿAkri al-Ḥanbalī, Abū al-Fallāḥ (t. 1089H)","عبد الحي بن أحمد بن محمد ابن العماد العَكري الحنبلي، أبو الفلاح (ت ١٠٨٩هـ)",Ibn al-ʿImād al-Ḥanbalī,ابن العماد الحنبلي,1089,-,-,-
1656,"ʿAbd Allāh b. Yūsuf b. Muḥammad b. Hayyūwah al-Juwainī, Abū Muḥammad (t. 438H)","عبد الله بن يوسف بن محمد بن حيّويه الجويني، أبو محمد (ت ٤٣٨هـ)",Wālid Imām al-Ḥaramayn al-Juwaynī,والد إمام الحرمين الجويني,438,-,-,-
1665,al-Imām al-ʿAllāmah / Abū Bakr Muḥammad b. al-Ḥasan b. Fūrk,الإمام العلَّامة / أبو بكر محمد بن الحسن ابن فورك,Ibn Fūrak,ابن فورك,406,-,-,-
1669,Burhān ad-Dīn Abū Isḥāq Ibrāhīm b. ʿUmr b. Ibrāhīm b. Khalīl al-Jaʿabrī (t. 732H),برهان الدين أبو إسحاق إبراهيم بن عمر بن إبراهيم بن خليل الجعبريّ (ت ٧٣٢ هـ),al-Jaʿbarī,الجعبري,732,-,-,-
1678,Shihāb ad-Dīn Abū al-ʿAbbās Aḥmad b. Ḥusayn b. ʿAlī b. Rislān al-Muqaddasī ar-Ramlī ash-Shāfiʿī (t. 844H),شهاب الدين أبو العباس أحمد بن حسين بن علي بن رسلان المقدسي الرملي الشافعي (ت ٨٤٤ هـ),Ibn Raslān,ابن رسلان,844,-,-,-
1685,b. al-Ḥājib Jamāl ad-Dīn b. ʿUthmān b. ʿUmr b. Abī Bakr al-Miṣrī al-Isnawī al-Mālakī (tawfī: 646H),ابن الحاجب جمال الدين بن عثمان بن عمر بن أبي بكر المصري الإسنوي المالكي (توفي: ٦٤٦ هـ),Ibn al-Ḥājib,ابن الحاجب,646,-,-,-
1688,"Yaḥyā b. (Hubayrah b.) Muḥammad b. Hubayrah adh-Dhahilī ash-Shaybānī, Abū al-Muẓaffar, ʿUwn ad-Dīn (t. 560H)","يحيى بن (هُبَيْرَة بن) محمد بن هبيرة الذهلي الشيبانيّ، أبو المظفر، عون الدين (ت ٥٦٠هـ)",Ibn Hubayra,ابن هبيرة,560,-,-,-
1689,Abū al-ʿAbbās Aḥmad b. Yaḥyā al-Wansharīsī,أبو العباس أحمد بن يحيى الونشريسى,al-Wansharīsī,الونشريسي,914,-,-,-
1692,Muḥammad ʿAmīm al-Iḥsān al-Majaddadī al-Barkatī,محمد عميم الإحسان المجددي البركتي,al-Baraktī,البركتي,1395,-,-,-
1702,Najm ad-Dīn Aḥmad b. Ḥamdān b. Shabīb b. Ḥamdān al-Ḥarānī al-Ḥanbalī (603H),نجم الدين أحمد بن حمدان بن شبيب بن حمدان الحراني الحنبلي (٦٠٣ هـ,Ibn Ḥamdān,ابن حمدان,695,-,-,-
1723,Mujīr ad-Dīn b. Muḥammad al-ʿAlīmī al-Muqaddasī al-Ḥanbalī (t. 927H),مجير الدين بن محمد العليمي المقدسي الحنبلي (ت ٩٢٧ هـ),Mujīr al-Dīn al-ʿUlaymī,مجير الدين العليمي,928,-,-,-
1733,"ʿAbd ar-Raḥmān b. ʿAbd Allāh b. ʿAbd al-Ḥakam, Abū al-Qāsim al-Miṣrī (t. 257H)","عبد الرحمن بن عبد الله بن عبد الحكم، أبو القاسم المصري (ت ٢٥٧هـ)",Ibn ʿAbd al-Ḥakam al-Muʾarrikh,ابن عبد الحكم المؤرخ,257,-,-,-
1746,Muḥayy ad-Dīn Abū Muḥammad ʿAbd al-Qādir b. Muḥammad b. Muḥammad b. Naṣr Allāh b. Sālim b. Abī al-Wafāʼ al-Qurashī al-Ḥanafī (696H),محيي الدين أبو محمد عبد القادر بن محمد بن محمد بن نصر الله ابن سالم بن أبى الوفاء القرشي الحنفي (٦٩٦,ʿAbd al-Qādir al-Qurashī,عبد القادر القرشي,775,-,-,-
1753,Ṣāliḥ b. Muḥammad b. Nūḥ b. ʿAbd Allāh al-ʿAmrī al-Maʿrūf bil-Fullānī al-Mālakī (t. 1218H),صالح بن محمد بن نوح بن عبد الله العَمْري المعروف بالفُلَّاني المالكي (ت ١٢١٨هـ),al-Fullānī,الفلاني,1218,-,-,-
1757,Muḥammad b. Aḥmad ʿAbd as-Salām Khaḍr ash-Shuqayrī al-Ḥawāmidī (t. baʿd 1352H),محمد بن أحمد عبد السلام خضر الشقيري الحوامدي (ت بعد ١٣٥٢هـ),al-Shuqayrī,الشقيري,1352,-,-,-
1764,Muḥammad b. Maḥmūd b. ʿAbd al-Karīm al-Kurdarī Badr ad-Dīn al-Ḥanafī ash-Shahīr bi Khawāhir Zādeh (t. 651H),محمد بن محمود بن عبد الكريم الكردري بدر الدين الحنفي الشهير بخواهر زاده (ت ٦٥١ هـ),Khwāhar Zāda Badr al-Dīn al-Kurdarī,خواهر زاده بدر الدين الكردري,651,-,-,-
1765,"ʿUthmān b. Aḥmad b. Saʿīd b. ʿUthmān b. Qāʾid, an-Najdī al-Ḥanbalī","عثمان بن أحمد بن سعيد بن عثمان بن قائد، النَّجدي الحنبلي",Ibn Qāʾid,ابن قائد,1097,-,-,-
1769,"ʿAlī b. ʿAbd as-Salām b. ʿAlī, Abū al-Ḥasan at-Tusūlī (t. 1258H)","علي بن عبد السلام بن علي، أبو الحسن التُّسُولي (ت ١٢٥٨هـ)",al-Tasūlī,التسولي,1258,-,-,-
1770,Abū al-Ḥasan ʿAlī b. Muḥammad b. Thābit al-Khūlānī al-Maʿrūf bil-Ḥaddād al-Mahdawī (t. baʿd 485H),أبو الحسن علي بن محمد بن ثابت الخولاني المعروف بالحداد المهدوي (ت بعد ٤٨٥هـ),al-Ḥaddād al-Mahdawī,الحداد المهدوي,485,-,-,-
1771,Abū Bakr b. Muḥammad b. ʿAbd Allāh al-Mālakī al-Abharī (t. 375H),أبو بكر بن محمد بن عمر المُلَّا الحنفي الإحسائي (ت ١٢٧٠هـ),al-Mullā al-Iḥsāʾī,الملا الإحسائي,1270,-,-,-
1772,"Muḥammad b. Aḥmad b. ʿUmr, Abū ʿAbd Allāh as-Sālimī (t. 800H)","محمد بن أحمد بن عمر، أبو عبد الله السَّالِمي (ت ٨٠٠هـ)",Abū ʿAbd Allāh al-Sālimī,أبو عبد الله السالمي,800,-,-,-
1773,"Ibrāhīm b. Yaḥyā b. Ghanām, Abū Ṭāhir al-Ḥarānī al-Muqaddasī an-Nimīrī al-Faqīh al-Ḥanbalī al-Muʿabbir (t. naḥw 779H)","إبراهيم بن يحيى بن غنام، أبو طاهر الحراني المقدسي النميري الفقيه الحنبلي المُعَبِّر (ت نحو ٧٧٩هـ)","Ibn Ghannām, Ibrāhīm","ابن غنام، إبراهيم",779,-,-,-
1781,"Abū Marwān, ʿAbd al-Malik b. Ḥabīb b. Sulaymān al-Andalusī al-Qurṭabī al-Mālakī (t. 238H)","أبو مروان، عبد الملك بن حبيب بن سليمان الأندلسي القرطبي المالكي (ت ٢٣٨ هـ)",ʿAbd al-Malik b. Ḥabīb,عبد الملك بن حبيب,238,-,-,-
1782,Abū Bakr Muḥammad b. Khayr b. ʿUmr b. Khalīfah al-Limtūnī al-Umawī al-Ishbilī (t. 575H),أبو بكر محمد بن خير بن عمر بن خليفة اللمتوني الأموي الإشبيلي (ت ٥٧٥هـ),Ibn Khayr al-Ishbīlī,ابن خير الإشبيلي,575,-,-,-
1783,Shihāb ad-Dīn Aḥmad b. Yūsuf b. ʿAlā b. Yūsuf al-Lablī Abū Jaʿfar al-Fahra al-Maqrī al-Lughwī al-Mālakī (t. 691H),شهاب الدين أحْمَد بن يُوسُف بن على بن يُوسُف اللَّبْلِيُّ أَبُو جَعْفَر الفهرى المقرى اللغوى المالكى (ت ٦٩١هـ),al-Lablī,اللبلي,691,-,-,-
1784,Abū al-Ḥasan ʿAlī b. Khalīfah b. Rizq Allāh b. ʿAbd al-Wāḥid b. ʿAlī al-Masākinnī (t. 1172H),أبو الحسن علي بن خليفة بن رزق الله بن عبد الواحد بن علي المساكني (ت ١١٧٢هـ),ʿAlī b. Khalīfa al-Masākinī,علي بن خليفة المساكني,1172,-,-,-
1785,"ʿAbd al-Laṭīf b. Muḥammad b. Muṣṭafā al-Mutakhlis Balṭafī, ash-Shahīr bi “Riyāḍ Zādeh” al-Ḥanafī (t. 1078H)","عبد اللطيف بن محمد بن مصطفى المتخلص بلطفي، الشهير بـ «رِياض زَادَه» الحنفي (ت ١٠٧٨هـ)",Riyāḍ Zāda,رياض زاده,1078,-,-,-
